_id,reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime,category,class,clean_text
{'$oid': '5a13282b741a2384e879b0e5'},A3HSSRAEKLUCOP,0786959916,Alex,"[0, 0]","This game is very fun, but it takes a little while to explain the rules.  After one game, you should be able to play and have a good time doing it.  Even if you don't like D&D, give it a try.  There is nothing you need to know about D&D to play this game and enjoy it.",5.0,"Very fun game, but takes a few minutes to explain the rules",1365033600,"04 4, 2013",Toys_and_Games,1,game fun take little explain rule   game able play good time   like D&D try   need know D&D play game enjoy
{'$oid': '5a13282c741a2384e879ed32'},A1E8RTY7KJYOQR,1616611715,K_Bri,"[0, 0]","I would give this 4.5 stars to be honest, and the reasoning behind that is that the game is sooo much smaller than I thought it would be. That being said, the pieces are great quality, very thick and sturdy.The game is very fun too! Very easy to pick up and learn, my 5 year old loves it and is now starting to understand the strategy behind it a bit too(trying to strand your opponent on small &#34;islands&#34; with low number fish, ect) So it is very easy for a young kid to pick up and learn the basics of strategy while still being fun for everyone else, which is exactly what I was looking for in this game!",5.0,"Smaller than I thought, but great quality",1361318400,"02 20, 2013",Toys_and_Games,1,4.5 star honest reasoning game sooo small think say piece great quality thick sturdy game fun easy pick learn 5 year old love start understand strategy bit too(trye strand opponent small 34;islands&#34 low number fish ect easy young kid pick learn basic strategy fun exactly look game
{'$oid': '5a13282c741a2384e879dbb9'},A6AUESSNF2JDU,158994030X,Christopher M Lozaga,"[0, 0]","This is a a great game for a large group of players. Once you get good at it the game can get predictable but the various cards you can swap out keep it interesting. There are variant rules you can find online to play to extend the value of this game. The best part about it - it is just deep enough to keep serious gamers interested, but easy enough to play with a casual crowd.",5.0,Great game,1379721600,"09 21, 2013",Toys_and_Games,1,great game large group player good game predictable card swap interesting variant rule find online play extend value game good deep gamer interest easy play casual crowd
{'$oid': '5a13282c741a2384e879f237'},A1YU8BYEHML4Y9,1616615397,Kirk H,"[0, 0]","This expansion is a must to play the game, I believe.  One of the biggest drawbacks to the game is that gold and items are very hard to come by.  There are a number of ways you can make gold in the city.  Wanted posters, selling unwanted items, visiting the thieves guild...all ways to increase your gold.  Also, there are a number of shops, the Stable, the Armoury, the Apothecary, the Magic Emporium, and others that allow you to buy items you can't get anywhere else in the game that make the gameplay much easier.  Also, a number of the adventuire cards also allow you to make money.  All in all, I think it is a vital addition to the game and makes the play much more fun!!",5.0,Vital addition to the game!  Gives you items you can't get anywhere else!,1379894400,"09 23, 2013",Toys_and_Games,1,expansion play game believe   big drawback game gold item hard come   number way gold city   want poster sell unwanted item visit thief guild way increase gold   number shop stable Armoury Apothecary Magic Emporium allow buy item game gameplay easy   number adventuire card allow money   think vital addition game make play fun
{'$oid': '5a13282c741a2384e879d380'},A3UMDC4MMU684D,1570545340,Coralbreez,"[0, 0]",Great book! Excellent for anyone who loves fashion creating and designing; create your own mini paper fashions! Lots of fun! Great for kids and adults!,5.0,Fashion design book,1296172800,"01 28, 2011",Toys_and_Games,1,great book excellent love fashion creating designing create mini paper fashion lot fun great kid adult
{'$oid': '5a13282b741a2384e879bc55'},A35YCE850X3VQC,0975277324,Steve Ramage,"[0, 0]","The game arrived quickly in perfect (new) condition.Ticket to Ride is a great game for the casual or the serious gamer.  It is very simple to learn, but play can be quite complex due to competitive elements.  It has a great light feel such that you can still have a conversation while playing without feeling you have to concentrate overly much on the game.  That said, if you want to concentrate and strategize, there is still plenty of that to be done.  This game is ideal for a board-gamer like me: a serious gamer who mostly plays with casual gamers, since it appeals to both.Overall, it is very fun and has great replay-ability.  Good buy; I would buy it again!",4.0,Great Game,1345507200,"08 21, 2012",Toys_and_Games,1,game arrive quickly perfect new condition ticket ride great game casual gamer   simple learn play complex competitive element   great light feel conversation play feel concentrate overly game   say want concentrate strategize plenty   game ideal board gamer like gamer play casual gamer appeal overall fun great replay ability   good buy buy
{'$oid': '5a13282c741a2384e879ddf7'},A14BTKSG8AYC8L,1589942736,Blair T. Lafferty,"[0, 0]","amazon just sent me spam asking me to review this game. normally i delete spam, but because this is my favorite game of all time, i'm indulging the request.backround: ok. i'm a 40 year old guy, have been gaming off-and-on for the last 30 years. (yes, i remember when AD&D; 1st ed was band new...) in addition to rpg's, i was also playing avalon hill wargames with regularity, so i consider my gaming experience varied and not tied to any specific genre. i consider myself experienced.since the advent of Settlers of Catan i have naturally and happily gravitated more to the realm of board games - i love rpg's but the older you get the less time you have to devote to such noble pursuits. BUT i have never forgotten the the thrill of a good d&d; dungeoncrawl. enter Descent.what Descent accomplishes is both simple and awesome: the game distills all the excitement and glory of a typical 1st ed D&D; adventure into an epic-scale board game. period. the only concession to that truth is that there are clear and concise victory conditions: the Overlord player (aka the DM) wants to win just as much as the players do. its a player-vs-overlord situation.so, there you have it: Descent is the best of all worlds. rpgs, board games, even MMOs. gamers of every stripe should have it on his/her shelf. i can give no higher review.",5.0,essential,1308009600,"06 14, 2011",Toys_and_Games,1,amazon send spam ask review game normally delete spam favorite game time indulge request.backround ok 40 year old guy game 30 year yes remember AD&D 1st ed band new addition rpg play avalon hill wargames regularity consider gaming experience varied tie specific genre consider experienced.since advent Settlers Catan naturally happily gravitate realm board game love rpg old time devote noble pursuit forget thrill good d&d dungeoncrawl enter descent.what Descent accomplishe simple awesome game distill excitement glory typical 1st ed d&d adventure epic scale board game period concession truth clear concise victory condition Overlord player aka DM want win player player vs overlord situation.so descent good world rpgs board game MMOs gamer stripe shelf high review
{'$oid': '5a13282c741a2384e879ed24'},A14AJAMALII28Q,1616611715,Daniel Braga,"[0, 0]",I bought this game to my nephew and when we played was incredible!!!! The game is very smart and teaches strategy!!! It's very important for childrens to have fun learning!!!,5.0,Run!!! Run!!! The fish are running out!!!!,1392595200,"02 17, 2014",Toys_and_Games,1,buy game nephew play incredible game smart teach strategy important children fun learning
{'$oid': '5a13282c741a2384e87a15f0'},A3EUZCSHIQ9C17,8499000606,Jesse,"[0, 0]",bought this as a gift for my bro in law son. and he loved it except that he has to charge it every 6 min of play which it does stateon the box.,5.0,Awesome Heli to play around in the house,1362441600,"03 5, 2013",Toys_and_Games,1,buy gift bro law son love charge 6 min play stateon box
{'$oid': '5a13282b741a2384e879bf7d'},AQ1XQ88LSG36C,0976990709,arock1030,"[0, 0]","I kept moving him, and my kids kept looking for him.  AND....they behaved a bit better too!!!  I think it's become a new family tradition.",5.0,Fantastic,1356998400,"01 1, 2013",Toys_and_Games,1,keep move kid keep look   behave bit well   think new family tradition
{'$oid': '5a13282c741a2384e879f1a4'},A1HOZ9PBVBIQCL,1616615354,Ben,"[1, 2]",I'm not going to review this ship's usefulness in the game. Only the physical components.The ship I received had an excellent paint job. The peg-to-base connection is a little loose which can cause the YT-1300 to wobble ever so slightly (an issue I do not have with the Firespray) but using the number tokens brace it quite nicely.I recommend anyone who uses this in their squad to add extra pegs to their smaller ships so that they 'float' above the Falcon. It's fat and often the other ships collide with it before the bottom plates do.,5.0,Review of the physical items,1365120000,"04 5, 2013",Toys_and_Games,1,go review ship usefulness game physical component ship receive excellent paint job peg base connection little loose cause yt-1300 wobble slightly issue Firespray number token brace nicely recommend use squad add extra peg small ship float Falcon fat ship collide plate
{'$oid': '5a13282b741a2384e879b903'},A34S2YDKNVXS10,0975277324,Eric DeGroot,"[0, 0]",My 10 year old and 8 year old love playing this game with this game with my wife and me.  The game is quick to learn and makes you want to play again and again to try new strategies.,5.0,Great Family Game!,1391558400,"02 5, 2014",Toys_and_Games,1,10 year old 8 year old love play game game wife   game quick learn make want play try new strategy
{'$oid': '5a13282c741a2384e879fd95'},A1X5KMTDFL680N,1932188126,jj,"[1, 1]",i'm addicted. what can I say? if you haven't played this try it. cant go wrong i swear to god great gift.,5.0,you know you want it,1376697600,"08 17, 2013",Toys_and_Games,1,addicted play try not wrong swear god great gift
{'$oid': '5a13282c741a2384e87a05ae'},ANHDE4GGHHF6,1933054395,Valorie,"[0, 0]","We played this game at Christmas and it lived up to the billing I had read online.  It's really a combination of a lot of favorite games.  It can be played by the entire family, and can be played in a reasonable amount of time.  I think this game will become a family favorite.",4.0,Good game,1356566400,"12 27, 2012",Toys_and_Games,1,play game Christmas live billing read online   combination lot favorite game   play entire family play reasonable time   think game family favorite
{'$oid': '5a13282c741a2384e879fe15'},AIUF16XHROOH3,1932188126,Lary schiller,"[1, 1]","This Scrabble-like game is quick, competitive, and addictive.  Each game goes quickly but like trying to eat just one M&M you won't be able to stop.  Be sure to settle on what your rules and reference for legitimate words so you won't end up pushing your friend's (opponent's) tiles on the floor.",5.0,Top Banana,1264982400,"02 1, 2010",Toys_and_Games,1,Scrabble like game quick competitive addictive   game go quickly like try eat m&m will able stop   sure settle rule reference legitimate word will end push friend opponent tile floor
{'$oid': '5a13282b741a2384e879be05'},A1MX8SRQJQ203U,0976142503,Dorothy,"[0, 0]","We got this for my daughter's 9th birthday and SHE LOVES IT!!  She uses it for doing her timed homework which includes keeping a reading log.  It's easy for her to use &#8211; we never had to explain it to her, she just started using it!  The only little problem was that we thought we were getting a red one when in fact the one that arrived was hot pink.",5.0,Perfect homework companion,1385942400,"12 2, 2013",Toys_and_Games,1,get daughter 9th birthday love   use time homework include keep reading log   easy use 8211 explain start   little problem think get red fact arrive hot pink
{'$oid': '5a13282b741a2384e879abbc'},A7J5C5RCUJ2KP,0735334064,Ellie,"[1, 1]","I know this puzzle is meant for kids, but I bought it for my elderly, sick, grandfather who is in a nursing home. He loved that the pieces were big and was able to put it together with ease. It made his day, and he has put it together many times since. Great purchase!",5.0,Great puzzle!,1371600000,"06 19, 2013",Toys_and_Games,1,know puzzle mean kid buy elderly sick grandfather nursing home love piece big able ease day time great purchase
{'$oid': '5a13282d741a2384e87a1c59'},A19RSE6RJWOYCM,8499000606,Y. Xiong,"[1, 2]","Bought this for my son (9 year old), my daughter and me also enjoyed it a lot, easy to fly and fun to play. It is small, light and very durable. Drop from high down to floor many times and no problem at all.",5.0,excellent toy,1313798400,"08 20, 2011",Toys_and_Games,1,buy son 9 year old daughter enjoy lot easy fly fun play small light durable drop high floor time problem
{'$oid': '5a13282b741a2384e879ac72'},A21OA9IAOQ8661,0735336423,Daniel Johnson,"[4, 4]","My litlle one is just at an age where they are trying to pull everything off the fridge, so I thought they might like this magnent set. PROS: Magnents are super cute. They are very sturdy. The magnent backing is strong enough to stay in place through trips to the fridge, but not so strong my baby can't manipulate them freely. CONS: Half the peices are very small. My baby still puts everything in thier mouth, so I had to pull out the bigger animal pieces and put the smaller ones up. I can' t fault the company though, they cleary say it is for ages three and up. So as our little one gets older we'll just add a few here and there until they can play with them all.",4.0,So cute and fun :),1391644800,"02 6, 2014",Toys_and_Games,1,litlle age try pull fridge think like magnent set pros magnent super cute sturdy magnent backing strong stay place trip fridge strong baby manipulate freely con half peice small baby put thi mouth pull big animal piece small one t fault company cleary age little get old add play
{'$oid': '5a13282c741a2384e879fd18'},A38X8MB08HA9RM,1932188126,"Farmer girl ""Karen""","[0, 0]","Purchased this game for our 16 year old who loves word games.  Turns out it's a ""hot"" game this season.  Had husband, four college kids and 16 year old playing it last night.  It was so much fun to watch - and they played for over an hour.Great game!  Lots of fun!",5.0,So much fun!,1261958400,"12 28, 2009",Toys_and_Games,1,purchase game 16 year old love word game   turn hot game season   husband college kid 16 year old play night   fun watch play hour great game   lot fun
{'$oid': '5a13282b741a2384e879be32'},AX7Z4JJJA48DV,0976142503,Marc,"[0, 0]","My daughter loves this bookmark!  She has enjoyed timing her reading. The bookmark is sturdy, and the clock is an added bonus. Hopefully, the battery lasts a while.",5.0,"Awesome bookmark, timer, and clock",1348790400,"09 28, 2012",Toys_and_Games,1,daughter love bookmark   enjoy time reading bookmark sturdy clock add bonus hopefully battery last
{'$oid': '5a13282c741a2384e879ddfd'},A11Q7M76MX67HO,1589942736,Gienie,"[1, 3]",We ABSOLUTELY LOVE board games... and Descent couldn't be a better board game for us and our friends.Unfortunately... we often would take hours and hours and hours to play.. because the quests were so long.  This particular expansion allows you to interrupt the game and restart it at a later time so we can all get some necessary sleep and be happy with our conquest choices!  It also gives us more excuses to play and spend time together.. which is always beneficial :DIts the greatest expansion I think for Descent and we couldn't be happier!  GREAT price too!,5.0,A MUST have expansion set!!!,1270684800,"04 8, 2010",Toys_and_Games,1,ABSOLUTELY LOVE board game Descent well board game friend unfortunately hour hour hour play quest long   particular expansion allow interrupt game restart later time necessary sleep happy conquest choice   give excuse play spend time beneficial DIts great expansion think Descent happy   great price
{'$oid': '5a13282c741a2384e87a0c83'},A27OPNH15YJR4F,2914849540,j-n-k,"[0, 0]",Definitely a family favorite. Guaranteed fun every time.  Who ever knew lying could be so much fun?  That's ok to do in a game... right?,5.0,Fave Family Game,1332460800,"03 23, 2012",Toys_and_Games,1,definitely family favorite guarantee fun time   know lie fun   ok game right
{'$oid': '5a13282c741a2384e87a1623'},A2HOF49BOG6N36,8499000606,"J. Lyons ""SeaLyon""","[0, 0]","My son and I both received one of these RC Helicopters for Christmas.  We have both had fun (and the other family members) operating them.  The charge doesn't last a real long time, so it doesn't become a big time suck (a plus for me).  I have already had to repair mine once - they take a lot of abuse, especially in the beginning.  But I found repair parts on line at a reasonable price and learned how to repair it from a youtube video.  They are a lot of fun!!",5.0,Fun to operate,1389398400,"01 11, 2014",Toys_and_Games,1,son receive RC Helicopters Christmas   fun family member operate   charge real long time big time suck plus   repair lot abuse especially beginning   find repair part line reasonable price learn repair youtube video   lot fun
{'$oid': '5a13282c741a2384e87a1665'},AJXQAJJER7Z9F,8499000606,J. ONeall,"[0, 0]","To start off, this heli (and the Viefly V268/568) is the small heli by which all others are judged by.This heli is ultra-reliable, and very easy to fly, and quiet as well. Even absolute first timers will get the hang of it during the very first couple of minutes. It's not fast, nor particularly agile, but it will not do anything weird during flight, and is as steady as a rock. Some heli's are to touchy, or not consistantly responsive but not the S107. It does exactly what you want it to.Charging does take awhile, about 45-50 minutes, with a flight time of around 7-10 min. I have used the USB cord, but I prefer the Syma wall charger I bought. Charging from the remote takes a very long time, about 1 1/2 hour, and kills your 6 AA batteries after only a few charges, so don't do it!Parts, both replacement, and upgraded are readily available. Even crash kits (with blades & trim pieces) and other parts kits are out there, and cheap to buy.Bottom line... If you are looking to buy your first heli, get this one, only the Viefly V268/568, or V688 even come close, and those are top picks themselves (the V268/568 won the micro heli of the year award). That should tell you how good this little Syma is!",5.0,The gold standard small heli!,1324771200,"12 25, 2011",Toys_and_Games,1,start heli Viefly V268/568 small heli judge heli ultra reliable easy fly quiet absolute timer hang couple minute fast particularly agile weird flight steady rock heli touchy consistantly responsive S107 exactly want charge awhile 45 50 minute flight time 7 10 min usb cord prefer Syma wall charger buy charge remote take long time 1 1/2 hour kill 6 AA battery charge it!part replacement upgrade readily available crash kit blade trim piece part kit cheap buy line look buy heli Viefly V268/568 V688 come close pick v268/568 win micro heli year award tell good little Syma
{'$oid': '5a13282c741a2384e879efe6'},A3OJYDRNQ1J12E,1616613807,W. Simpler,"[0, 1]",Who does not want to be or fly against Darth Vador?  I do.  The Tie Advanced is done in great detail and looks great.  If you have the Star Wars Miniatures Game you need this expansion pack to lead your Imperial forces.  Or get more that one and build an elite Imperial force.  I will be adding more to my collection in the future.,5.0,Luke I am Your Father,1357776000,"01 10, 2013",Toys_and_Games,1,want fly Darth Vador     Tie Advanced great detail look great   Star Wars Miniatures Game need expansion pack lead imperial force   build elite imperial force   add collection future
{'$oid': '5a13282c741a2384e87a0cb5'},A331OF34UX4Y1K,2914849648,"M. Fonseca ""carmarthen""","[6, 9]","At least, it's back. One of the most famous Formula One board games, out of print for such a long time, is finally published again.Formula D (it's the name now, instead of ""Formula De"") is a fast-pacing, easy to learn Formula One board game up to ten players (the more, the best). By means of simple and yet amazingly intelligent game devices, you'll feel in control of a racing car during a Grand Prix, experiencing all the thrills and pitfalls of such events.The desing aspect of the game is brathtaking. Gorgeous mapboard, rules books, miniature cars. In short, it's highly recommend game if you're into Formula One and board games.I'd like to give my opinion of how FORMULA D stands against its main competition in Formula One board games, be it Avanlon Hill's out of print SPEED CIRCUIT.I think SPEED CIRCUIT is the more authentic, realistic and ""personal"": it is a harsh game, when players battle for racing lanes all the time. You have to not only to make your plot, you must almost ALL THE TIMES guess your opponent's plot. Also, like real racing"", there's less opportunity to win if you're starting from the back of the grid.FORMULA D, on the contrary is more ""user-friendly"". It also envolves a lot of calculation, but is not so hard on players (and on the brain!) and depends a lot of dice results. I think it's a better game for people trying to just have fun, while Speed Circuit is better for people wanting to compete.Also, I hope extra tracks become available soon.",4.0,"At least, it's back!",1230768000,"01 1, 2009",Toys_and_Games,1,famous Formula board game print long time finally publish Formula D instead Formula De fast pace easy learn Formula board game player good mean simple amazingly intelligent game device feel control racing car Grand Prix experience thrill pitfall event dese aspect game brathtake gorgeous mapboard rule book miniature car short highly recommend game Formula board game i'd like opinion FORMULA d stand main competition Formula board game Avanlon Hill print SPEED CIRCUIT.I think SPEED CIRCUIT authentic realistic personal harsh game player battle racing lane time plot TIMES guess opponent plot like real racing opportunity win start grid FORMULA D contrary user friendly envolve lot calculation hard player brain depend lot dice result think well game people try fun Speed Circuit well people want compete hope extra track available soon
{'$oid': '5a13282c741a2384e879ea65'},A3TGHJJ3ZE8KCH,1613170475,"S. Thornton ""Tea Freak""","[0, 0]","This is a complete RPG (Minus the dice of course) that can be taught to just about anybody over the age of 8 in less than 30 minutes. It is very light and therefore not indepth, There are a few references to the Fate Core book here and there that prevent it from being 'truly' complete but the ideas presented are concrete enough that there shouldn't be a problem From making a world, to making characters, to playing a session in less than an hour, that is what Fate accelerated acheives. The ideas and concepts for a lot of the actions don't transfer to the Fate Core game at all, and yet the concept of using your abilities to adjust the flow of the world DOES make the transition and that is a great thing. The art is subpar for the most part in this book and it is obvious that the makers were going after a younger demographic, but it also makes it harder for newer older players to get into the game.",4.0,Very simple way to break newbies in to RPGs,1402617600,"06 13, 2014",Toys_and_Games,1,complete rpg minus dice course teach anybody age 8 30 minute light indepth reference Fate Core book prevent truly complete idea present concrete problem make world make character play session hour Fate accelerate acheive idea concept lot action transfer Fate Core game concept ability adjust flow world transition great thing art subpar book obvious maker go young demographic make hard new old player game
{'$oid': '5a13282b741a2384e879c718'},A22M2LXL689L03,0979818222,Tess,"[0, 0]",I gave this to my friend who is an avid collector of all things Alice In Wonderland.  She thought it was a unique and thoughtful gift and she loved it.,5.0,Delightful Cards,1385251200,"11 24, 2013",Toys_and_Games,1,give friend avid collector thing Alice Wonderland   think unique thoughtful gift love
{'$oid': '5a13282c741a2384e879eeea'},A2U0VYP0VM9JOF,1616613769,JDM,"[1, 1]",X Wing Miniatures is a cross between Magic The Gathering and Chess.Add Star Wars...This Game Rocks!Thank you FantasyFlightGames.com,5.0,Best Star Wars game ever made!,1369353600,"05 24, 2013",Toys_and_Games,1,X Wing Miniatures cross Magic Gathering Chess add Star Wars Game rocks!thank fantasyflightgames.com
{'$oid': '5a13282c741a2384e879fdea'},A1JM82TYWPIKSY,1932188126,K. Devore,"[0, 0]","Good service.  If you like Scrabble, you will love this crossword game and the different ways you can play it.",5.0,Great Game!,1358380800,"01 17, 2013",Toys_and_Games,1,good service   like Scrabble love crossword game different way play
{'$oid': '5a13282c741a2384e879feda'},A22M9FCIKDUB0L,1932188126,"Pearl Del Corio ""Karate Lady""","[0, 0]",This is a lot of fun.  I play this with my grandchildren.  They love playing it too.  It is easy to play with school age children.  The more people the more fun.Bananagrams,5.0,Bananagrams,1318204800,"10 10, 2011",Toys_and_Games,1,lot fun   play grandchild   love play   easy play school age child   people fun bananagram
{'$oid': '5a13282b741a2384e879c071'},A3IX6U4P3J5VVN,0976990709,Demetrious L. Woods,"[0, 0]",There he is!  These are the happy words my grandson said every morning until Christmas Day.  It was a lot of fun for the family watching him look for The Elf.,5.0,There he is!,1389657600,"01 14, 2014",Toys_and_Games,1,  happy word grandson say morning Christmas Day   lot fun family watch look Elf
{'$oid': '5a13282c741a2384e87a0b02'},A2KOLLT1F7TDHN,1936300036,Rose Chang,"[0, 0]",I love this because it keeps me busy when I am bored. The only thing that I don't like about this is that there are 2 of the same on some patterns so it tends to get a bit boring and repetitive. Other than that I love it I just prefer it to have more of a variety.,5.0,Love it,1402358400,"06 10, 2014",Toys_and_Games,1,love keep busy bored thing like 2 pattern tend bit boring repetitive love prefer variety
{'$oid': '5a13282b741a2384e879b42c'},AT6QCD4JT33ZF,0913866687,Linda Robathan,"[0, 0]",We play this game with our grown children and friends.  We always have a good time as the game requires a combination of luck and skill.,5.0,"Lots of fun, some luck and some skill required",1375574400,"08 4, 2013",Toys_and_Games,1,play game grown child friend   good time game require combination luck skill
{'$oid': '5a13282c741a2384e879ff79'},A1V5473BGU56H1,1932188126,S. White,"[0, 0]","I used to love Scrabble, but rarely played because the game frustrated the crap out of me:(a) It took sooooooo long to get around to my turn.  Sort of like watching paint dry.(b) So many times I'd have the PERFECT word... and then another player makes a bonehead move, and my whole strategy is shot.With Bananagrams, you go at your own pace.  And because you're working on your OWN word-layout, no one else can mess us your strategy.  You can even play different versions of the game for faster play or longer play.  Also, the whole game fits in my purse, which makes it super-portable.I now regret purchasing that expensive, limited-edition Scrabble game.  It's somewhere in the garage, and hasn't been touched in years. ;-p",5.0,Great game!,1339286400,"06 10, 2012",Toys_and_Games,1,love Scrabble rarely play game frustrate crap me:(a take sooooooo long turn   sort like watch paint dry.(b time PERFECT word player make bonehead strategy shoot bananagram pace   work word layout mess strategy   play different version game fast play long play   game fit purse make super portable regret purchase expensive limited edition Scrabble game   garage touch year -p
{'$oid': '5a13282b741a2384e879b642'},A2H48KD37345NY,0963679678,D. Gisi,"[0, 0]",Bought this as a gift for Christmas. My daughter and Grand daughter both loved it. I didn't know until they opened it that you can send it off to be bound as a book.,5.0,Grand daughter loves it,1389052800,"01 7, 2014",Toys_and_Games,1,buy gift Christmas daughter grand daughter love know open send bind book
{'$oid': '5a13282c741a2384e879f0f2'},ARZBXHLO9JX6R,1616614609,"Jon A. Lemich ""mediaprophet""","[0, 1]","The concept for the game is really inventive, even years later.  But there are some dominant strategies and you'll find yourself banning them once you discover them, or else the game loses some of its fun.  Ban deck searching cards from the start, just because they slow the game down.",4.0,Unique Asymmetrical Concept,1389052800,"01 7, 2014",Toys_and_Games,1,concept game inventive year later   dominant strategy find ban discover game lose fun   Ban deck searching card start slow game
{'$oid': '5a13282c741a2384e87a098c'},A1KRZZKWH7CEFP,1936112159,Christopher Castillo,"[0, 0]",I just played this game with my wife and her side of the family over the weekend. OMG this was such a blast. The rules are never the same and it is a ton of fun. I have not played the other versions yet but im looking forward to them.,5.0,One of the funnest games ive played,1363651200,"03 19, 2013",Toys_and_Games,1,play game wife family weekend OMG blast rule ton fun play version m look forward
{'$oid': '5a13282c741a2384e879d55e'},A2GS7ZQ4OOOED2,1579822096,"Roxanne Provencher ""Pebbles""","[3, 3]","I bought this stuffed animal along with the book The Kissing Hand for my daughter who was having a hard time adjusting to school. I thought the raccoon would be a tad smaller so she could sneak it in her backpack to feel like she had a piece of home, but it's bigger than I thought. Still, she does bring it in her backpack & sleeps with it. It's been her favorite for the past month now and has helped her deal with going to School for the first time.",4.0,First time in School.,1286150400,"10 4, 2010",Toys_and_Games,1,buy stuff animal book Kissing Hand daughter have hard time adjust school think raccoon tad small sneak backpack feel like piece home big think bring backpack sleep favorite past month help deal go School time
{'$oid': '5a13282c741a2384e87a1560'},A18VPMLOMNNX0H,8499000606,Ivan Doan,"[0, 0]","This thing is very durable. I crash this thing a lot.. and i mean A LOT. Despite the many crashes, it is still flying without any scratches! This is a great little indoor helicopter.",4.0,Incredibly Durable!,1318204800,"10 10, 2011",Toys_and_Games,1,thing durable crash thing lot mean LOT despite crash fly scratch great little indoor helicopter
{'$oid': '5a13282b741a2384e879c6f2'},A1VPVA1I7S0XGU,0979818222,Book Worm,"[0, 0]",Excellent quality.  Each card depicts a different scene/character. Lovely quotes and vintage Alice in Wonderland drawings.,5.0,Excellent quality and value,1286064000,"10 3, 2010",Toys_and_Games,1,excellent quality   card depict different scene character lovely quote vintage Alice Wonderland drawing
{'$oid': '5a13282b741a2384e879b188'},A3V5W74YN0OLA4,0786959916,Steve,"[0, 0]","I was introduced to this game a few months back and after 2 plays I had to own it. Dont be swayed by the D&D name, its only a subtle theme in this 2-5 player light worker placement game. The game looks more complicated then it is (probably because of the pieces, &#60;cards, agents, building cards, and adventurer cubes etc.&#62;) , Most people get the game and are engaged by round 2 on their first play, and with the game consisting of 8 rounds it doesnt go on for hours.",5.0,Latest game in my 'Favorites' list,1369440000,"05 25, 2013",Toys_and_Games,1,introduce game month 2 play not sway D&D subtle theme 2 5 player light worker placement game game look complicated probably piece 60;card agent building card adventurer cube etc.&#62 people game engage round 2 play game consist 8 round not hour
{'$oid': '5a13282c741a2384e87a0dd7'},A3O4V5EPTCZZWN,2914849850,rr,"[0, 0]",Our 9 year old grand daughter really enjoys this game and is really good at evaluating the sequence of events and what factors were important for something to be invented or some event to have happened and being wrong improves the understanding.  It is enjoyable for adults too.,5.0,Enjoyable educational game,1387152000,"12 16, 2013",Toys_and_Games,1,9 year old grand daughter enjoy game good evaluate sequence event factor important invent event happen wrong improve understanding   enjoyable adult
{'$oid': '5a13282c741a2384e879f6da'},AHKLXSXE3SNGS,1886846677,salahuddin,"[1, 7]","I have found the installation process quite simple. (need to mention I am an analyst programmer!).Probably few people from non IT background may find the installation process little cumbersome but if you logically follow the instruction from the user manual you will be fine. To be honest this is better than my expectation as this one includes mate studies. My tactical skills have greatly improved after using this software.Please do not buy this one, because then I will find it hard to beat you.",5.0,CT ART 4.0 is helping me to improve my tactics greatly,1318204800,"10 10, 2011",Toys_and_Games,1,find installation process simple need mention analyst programmer!).probably people non background find installation process little cumbersome logically follow instruction user manual fine honest well expectation include mate study tactical skill greatly improve software buy find hard beat
{'$oid': '5a13282c741a2384e879f8b1'},A30H2335OM7RD6,1892069776,"apoem ""apoem""","[12, 13]","I don't know that I would say this would be FUN in the way you think of toys being fun. However, this is a very educational, excellent resource for practicing analogies. We have been told that if we want our children to do well on standardized tests we should have our children understand analogies. This book guides the child through analogies in a very step by step process. The one thing this book doesn't do is help you recognize an analogy in every day life.  It helps you recognize the patterns within an analogy.My son actually enjoyed doing this book and found it to easy. He is in fourth grade. But it was a good starting point for him.Worth the money.",5.0,Excellent Resource,1251244800,"08 26, 2009",Toys_and_Games,1,know FUN way think toy fun educational excellent resource practice analogy tell want child standardized test child understand analogy book guide child analogy step step process thing book help recognize analogy day life   help recognize pattern analogy son actually enjoy book find easy fourth grade good starting point worth money
{'$oid': '5a13282c741a2384e879d944'},A2E8ZQAIIIRHO7,1582362793,celliott,"[0, 0]",Every thing you need &#34;in the box&#34; to plan and present a mystery party!  Put on your make-believe hat and go for it!,5.0,Outstanding!,1395360000,"03 21, 2014",Toys_and_Games,1,thing need 34;in box&#34 plan present mystery party   believe hat
{'$oid': '5a13282c741a2384e879d354'},A2ZQQJPN8GF6F5,1569718091,jadehoney,"[0, 0]",I bought this as a gift and my friend loves it!  It comes in a nice box with the story of the crow cartooned on it...Product was delivered fast.  Good quality!  All around great purchase.,5.0,Drinky Crow is a great gift idea...,1352419200,"11 9, 2012",Toys_and_Games,1,buy gift friend love   come nice box story crow cartoon product deliver fast   good quality   great purchase
{'$oid': '5a13282c741a2384e87a02df'},AZWBGBZSMC9J0,1933054395,H. Sackel,"[0, 0]","Both my Grandchildren ages 5 and 10 loved this game, as well as Grandpa who they told to &#34;Please sit on the couch&#34; and let us play!",5.0,Qwirkle is a WINNER,1399075200,"05 3, 2014",Toys_and_Games,1,Grandchildren age 5 10 love game Grandpa tell 34;please sit couch&#34 let play
