_id,reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime,category,class,clean_text
{'$oid': '5a13282b741a2384e879a835'},AN5ZDBXOH1U61,0641061501,Marcia Geiger,"[0, 0]","This game is by far the favorite in this house.  It not only meets criteria of friendly competion, but also of vocabulary knowledge and gaming strategy.I have recommended it to many friends.",5.0,Family game,1353456000,"11 21, 2012",Toys_and_Games,1,game far favorite house   meet criterion friendly competion vocabulary knowledge gaming strategy recommend friend
{'$oid': '5a13282b741a2384e879a836'},A1H8AQGEMU1IFP,0641518633,CountryMomma,"[0, 0]",Purchased 20+ of these for our daughter's horse themed birthday to give away as favors. You can't beat the price! These are great quality and are cheaper than giving away a bag full of items that the children are going to throw away anyway. I am very pleased. They were a hit!,5.0,Very cute! Perfect birthday favor!,1372291200,"06 27, 2013",Toys_and_Games,1,purchase 20 + daughter horse theme birthday away favor beat price great quality cheap give away bag item child go throw away pleased hit
{'$oid': '5a13282b741a2384e879a839'},A3A111V2JY5Q9V,0641551568,Lyn Bush,"[0, 0]",It was really small and I thought it would be bigger maybe 4X6 inches; but the kids still use it in my office as it sits on my table we where we work.,4.0,Small but serves the purpose,1383955200,"11 9, 2013",Toys_and_Games,1,small think big maybe 4x6 inch kid use office sit table work
{'$oid': '5a13282b741a2384e879a838'},A1RG4YFWWHMMUW,0641551568,"John Condron ""Avid reader""","[6, 6]","Not much to this product, but it is what it is.  Small enough to carry in your pocket, it can help children or adults with limited ""feeling vocabularies"" to identify their emotions.  Magnetic, you can stick it to anything metal, so it never gets lost.  And cheap enough to give it away.  So cheap, in fact, that I wanted to order enough to give them out to some of my patients.  But no!  When I tried to order 20 of them, it came up with almost $100 in shipping!  I contacted the seller, and was told that this was not under his control - and that he had tried to address the problem with Amazon, without success.  What's up, Amazon?  Does it really cost $5 to ship this one ounce product, in bulk?",5.0,Great little tool - but what's with the shipping and handling?,1232755200,"01 24, 2009",Toys_and_Games,1,product   small carry pocket help child adult limited feeling vocabulary identify emotion   Magnetic stick metal get lose   cheap away   cheap fact want order patient     try order 20 come $ 100 shipping   contact seller tell control try address problem Amazon success   Amazon   cost $ 5 ship ounce product bulk
{'$oid': '5a13282b741a2384e879a83a'},A3JX5UF3P6MJCK,0641551568,Linda L. Labarre,"[0, 0]","It is often hard to come up with feeling words and expressions, This little magnet is a cute and simple way to be more reflective. The kids and adults in my life use emoticons.",4.0,Emoticons are for everyone.,1285891200,"10 1, 2010",Toys_and_Games,1,hard come feel word expression little magnet cute simple way reflective kid adult life use emoticon
{'$oid': '5a13282b741a2384e879a83c'},A1BU6KD6WQ4NRG,0641565771,A. Belyavtsev,"[1, 2]","I'd like to buy this chess for my Son, but avery time i've seen : we still do not ship to Russia such stuff...Cost surprized me great, at B&N; with Premier Courier (1-3 b.d.) it (chess + delivery) costs 55$. But here - 45 + shipping charges?I'm really upset :(",5.0,same,1217116800,"07 27, 2008",Toys_and_Games,1,like buy chess Son avery time see ship Russia stuff cost surprize great B&N Premier Courier 1 3 b.d chess + delivery cost 55$. 45 + ship charges?i'm upset
{'$oid': '5a13282b741a2384e879a840'},A2RX66MNDHA9QK,064157388X,Auntie Val,"[0, 0]",This a well made toy.  I think it would please most people who have or ever had an Airedale Terrier.  Or if they just like cute and soft toys for children over 3 years of age.,5.0,Cute,1403913600,"06 28, 2014",Toys_and_Games,1,toy   think people Airedale Terrier   like cute soft toy child 3 year age
{'$oid': '5a13282b741a2384e879a841'},AH8K4ORWVIPXA,064157388X,babskid,"[1, 1]",I bought the Airdale stuffed Plush Dog for my Granddaughter who will be 9 years[...] My daughter-in-law said that she will just love the dog.  They have a 2+ year old Airdale which she dearly loves.  The material is so soft and it looks so much like the real dog.  I especially like the contrasting lighter colors of the whiskers and the ears.  I just couldn't believe the price for such a beautiful dog.  I am sure it will be a constant companion for many years to come.,5.0,Brandy has a friend,1299542400,"03 8, 2011",Toys_and_Games,1,buy Airdale stuff Plush Dog Granddaughter 9 year daughter law say love dog   2 + year old Airdale dearly love   material soft look like real dog   especially like contrast light color whisker ear   believe price beautiful dog   sure constant companion year come
{'$oid': '5a13282b741a2384e879a842'},A30FM33E04XGJV,064157388X,Steve Yannone,"[0, 0]","My granddaughter loved it for her Birthday. We had a Airedale for 16 years and are now looking for another one, that was the reason for the gift. It was perfect!Thank you,The Yannone family",5.0,Cute Puppy,1381276800,"10 9, 2013",Toys_and_Games,1,granddaughter love Birthday Airedale 16 year look reason gift perfect!Thank Yannone family
{'$oid': '5a13282b741a2384e879a843'},A2N11R8DIEIDYQ,064157388X,Pat Hollinger,"[0, 0]",we have an airedale..my daughter was leaving for her year of college and knew she would miss our dog...so we surprise her with the stuffed dog to go to college with her.....I just wish they made a larger version.  But we got was very nice.,4.0,review,1379030400,"09 13, 2013",Toys_and_Games,1,airedale daughter leave year college know miss dog surprise stuff dog college wish large version   get nice
{'$oid': '5a13282b741a2384e879a83f'},A3NDFNKBEBLUKS,0641565771,Georgia A. Morgan,"[11, 11]","This is the first time in 8+ years as a loyal Amazon shopper that I went over to the Dark Side and bought something at B&N; instead. But when the same item is offered for $19.95, and I could get free shipping (whereas here, this same set is NOT eligible for Amazon Prime), a member discount, and apply a coupon, there was no choice.My son played with this same set last night at Cub Scouts as they were learning the basics of chess. He said he wanted this one, and I figured, if it's going to foster an interest in chess, I'll buy it! Until I saw the $55 price tag and no Amazon Prime. Having already experienced the flimsy box and somewhat cheesy board, I had decided to forge on ahead. Good thing I read the helpful Amazon comments on one of the other Harry Potter chess sets, which mentioned the much lower price elsewhere. It's much easier to swallow those imperfections when I only ended up spending $14.95 on the whole thing.BTW - the pieces themselves are quite sturdy and the boys were having a lot of fun with them. As for the box, well, I've got lots of random boxes hanging around!",5.0,Shocked,1197417600,"12 12, 2007",Toys_and_Games,1,time 8 + year loyal Amazon shopper go Dark buy B&N instead item offer $ 19.95 free shipping set eligible Amazon Prime member discount apply coupon choice son play set night Cub Scouts learn basic chess say want figure go foster interest chess buy see $ 55 price tag Amazon Prime having experience flimsy box somewhat cheesy board decide forge ahead good thing read helpful Amazon comment Harry Potter chess set mention low price easy swallow imperfection end spend $ 14.95 thing btw piece sturdy boy have lot fun box get lot random box hang
{'$oid': '5a13282b741a2384e879a846'},A3L5CJJ622PHH,0641699840,ALEESHA FECHER,"[6, 7]","This is easy to use, fun to incorporate into games and gives another ways to ask open ended questions. It is great for working with young kids, however some kids have trouble with the pictures on the cards and try to respond using the pictures.",5.0,Review,1328486400,"02 6, 2012",Toys_and_Games,1,easy use fun incorporate game give way ask open ended question great work young kid kid trouble picture card try respond picture
{'$oid': '5a13282b741a2384e879a844'},A1ZPY91VE3IDN1,0641699174,JO,"[3, 3]","500 pieces for a jigsaw puzzle seemed very lightweight, but because these pieces are smaller and double sided, it was more entertaining than most other 500 piece puzzles I've assembled.  The pieces are thick, it includes a full size print of the completed work and a crib sheet of the characters.  Having never done a two sided puzzle before, I quickly realized that most pieces were actually in pairs, so I assembled the pairs after putting together the outside edge.  If a piece had the same image on both sides, I stopped looking for it's mate.  Realize that the print is the same on both sides, but the reverse is at a 90 degree turn, so the single pieces may get by you at first.  Buffalo has created a sturdy puzzle with the VILLIANS Disney World's Most Difficult Jigsaw Puzzle (Disney Word's Most Difficult, Villians), and I was thrilled when this one was completed.",5.0,"Not quite the most difficult, but entertaining",1317340800,"09 30, 2011",Toys_and_Games,1,500 piece jigsaw puzzle lightweight piece small double sided entertaining 500 piece puzzle assemble   piece thick include size print complete work crib sheet character   having sided puzzle quickly realize piece actually pair assemble pair put outside edge   piece image side stop look mate   realize print side reverse 90 degree turn single piece   Buffalo create sturdy puzzle VILLIANS Disney World difficult Jigsaw Puzzle Disney Word difficult Villians thrilled complete
{'$oid': '5a13282b741a2384e879a847'},A1GJY5J7HYFJQC,0641699840,"Amazon Customer ""Magnetixqueen""","[0, 0]",I use these in my counseling sessions with children by blending them into another game. They are also left out on the table where kids can see them and they sometimes comment on them without me prompting them to take a card. I have been able to get some information that I don't think would have been provided otherwise simply by using these cards and having them out during sessions. This would also be great for parents to have just to stimulate conversations that are important to have with their children. Highly recommend!,5.0,Great product for child therapists,1354924800,"12 8, 2012",Toys_and_Games,1,use counseling session child blend game leave table kid comment prompt card able information think provide simply card have session great parent stimulate conversation important child highly recommend
{'$oid': '5a13282b741a2384e879a849'},A17MX4PEXEMEP0,0641699840,alisha schmidt,"[0, 0]","This game is wonderful for initiating conversation. It is a simple game, easy to travel with, and I like the illustrations and colors used on the cards.",5.0,Great conversation starter,1362009600,"02 28, 2013",Toys_and_Games,1,game wonderful initiate conversation simple game easy travel like illustration color card
{'$oid': '5a13282b741a2384e879a84a'},A2RHBE6RFB5ZWT,0641699840,Andrea Peterson,"[8, 8]","I use this product and the Thoughts and Feelings 2 cards in my agency practice on a regular basis as a starter and throughout treatment for children, adolescents, and families to facilitate communication and information gathering.I use them both alone and integrated with a ""regular"" game. The response has been terrific by all and allows me to gather information in a non-confrontational manner. Children and families have the opportunity to share thoughts and emotions with myself and their families in a positive way.I highly recommend this product and have loaned out my sets many times to other counselors for use with their clients and they have reported positive results as well.",5.0,Awesome!,1323820800,"12 14, 2011",Toys_and_Games,1,use product Thoughts feeling 2 card agency practice regular basis starter treatment child adolescent family facilitate communication information gathering use integrate regular game response terrific allow gather information non confrontational manner child family opportunity share thought emotion family positive way highly recommend product loan set time counselor use client report positive result
{'$oid': '5a13282b741a2384e879a84b'},A1I88DZL0ZOVSL,0641699840,Anne-Marie Kirkland,"[18, 18]",I am a clinical therapist at a Title I elementary school. I integrate these cards into classic children's games of chance (ie. Candyland and Chutes & Ladders) with my kids. They are great conversation starters and really help with building the therapeutic relationship and delving into some deeper issues in a very non-threatening manner. They are great for early sessions with kids. Good quality cards as well.,5.0,Fun therapeutic tool,1318032000,"10 8, 2011",Toys_and_Games,1,clinical therapist Title elementary school integrate card classic child game chance ie Candyland Chutes Ladders kid great conversation starter help build therapeutic relationship delve deep issue non threatening manner great early session kid good quality card
{'$oid': '5a13282b741a2384e879a84c'},A1HCY2BCGQ1OC2,0641699840,Corinne Y. Elkins,"[0, 0]","love this set!  cards are very big, sturdy, such cute and colorful images on the cards.  room for lots of ideas to expand therapy. clean up easily.",5.0,big- nice cards,1360886400,"02 15, 2013",Toys_and_Games,1,love set   card big sturdy cute colorful image card   room lot idea expand therapy clean easily
{'$oid': '5a13282b741a2384e879a84d'},A2XMCCBQ0VDQ3O,0641699840,D. Embree,"[9, 9]","I have found this most helpful when paired with a game such as Candyland.  Pairing the cards with a game like Candyland enhances the interest factor for kids.  I pick three different colors and let the child know at the beginning that every time someone draws one of those three colors they will also draw a Thoughts and Feelings Card.  It's a non threatening way to get quiet kiddos in particular to open up and share.  Once they give an answer I can explore the topic more with them if appropriate.  The only caution I might offer is that you might want to pre arrange the cards...During one game the first card we drew was &#34;Someone I know who has died is...&#34; This was kind of an intense start to the activity! Other than that, however, the cards offer a great starting point for deeper conversation.",5.0,Useful Addition to a Counselor's Toolbox,1355097600,"12 10, 2012",Toys_and_Games,1,find helpful pair game Candyland   pair card game like Candyland enhance interest factor kid   pick different color let child know beginning time draw color draw Thoughts Feelings card   non threaten way quiet kiddo particular open share   answer explore topic appropriate   caution offer want pre arrange card game card draw 34;someone know die &#34 kind intense start activity card offer great starting point deep conversation
{'$oid': '5a13282b741a2384e879a850'},A3S55IY89UCCD0,0641699840,"Bored ""e fross""","[0, 0]",I am very pleased with these cards use them in work with children in therapy I believe they help expand emotional literacy and awareness.,5.0,Thoughts and feeling cards,1370131200,"06 2, 2013",Toys_and_Games,1,pleased card use work child therapy believe help expand emotional literacy awareness
{'$oid': '5a13282b741a2384e879a84f'},A1T17GRR61XPCH,0641699840,Ewa Pawlik,"[1, 1]","The cards are useful, especially the sentences. Unfortunately, the pictures on the cards confuse children and for some of them the pictures interfere with their own thoughts and they give the answer that is connected to the picture (For instance: I would like to be.... and the kids answer: a bee - because they see a bee on the card...) I work at school with special education population and it confuses younger kids. However, it works better for older children (or I just cover the pictures).",4.0,Useful,1381622400,"10 13, 2013",Toys_and_Games,1,card useful especially sentence unfortunately picture card confuse child picture interfere thought answer connect picture instance like kid answer bee bee card work school special education population confuse young kid work well old child cover picture
{'$oid': '5a13282b741a2384e879a851'},A2QKXDYCFHXMT6,0641699840,GloryDays,"[0, 0]",Not great as a family game but perfect for the family therapist. The kids have fun and open right up.,5.0,Very good for therapy sessions with families,1371254400,"06 15, 2013",Toys_and_Games,1,great family game perfect family therapist kid fun open right
{'$oid': '5a13282b741a2384e879a852'},A3UTIEUEMMSLSZ,0641699840,Goody,"[8, 8]",I am a clinician at a children's mental health clinic and this is probably the most useful therapeutic item that I have purchased. I use it often and kids really respond to it. I would highly recommend this product.,5.0,Great buy,1329264000,"02 15, 2012",Toys_and_Games,1,clinician child mental health clinic probably useful therapeutic item purchase use kid respond highly recommend product
{'$oid': '5a13282b741a2384e879a853'},A3G1UQEC4STC0J,0641699840,GrassIsGreener,"[1, 1]","T&F cards arrived exactly as described in the discription.  Cards are durable, colorful, providing just enough direction for a child to create insightful response.  Excellent addition to my play therapy interventions.  Mobile and adjustable for directed therapy.  Interesting that I would find these cards on Amazon when I was attempting to create my own interventions.  At this quality and value, I hardly need another sentence completion tool.",4.0,As described,1326240000,"01 11, 2012",Toys_and_Games,1,T&F card arrive exactly describe discription   card durable colorful provide direction child create insightful response   excellent addition play therapy intervention   Mobile adjustable direct therapy   interesting find card Amazon attempt create intervention   quality value hardly need sentence completion tool
{'$oid': '5a13282b741a2384e879a856'},AWO2GS4IBAI9O,0641699840,Jennifer Brown,"[0, 0]",Great product! I work with children that are at times very guarded and this was a fun way to talk initiate hard topics.,5.0,Therapy tool,1397520000,"04 15, 2014",Toys_and_Games,1,great product work child time guard fun way talk initiate hard topic
{'$oid': '5a13282b741a2384e879a855'},AD0T6F0EJYNFJ,0641699840,Heather78,"[0, 0]",This pack of cards was great to use in therapy.  The client I used them with was younger and enjoyed looking at the cards.  There are many ways to be able to use the cards and to make it like a game while also getting information from the client.,5.0,Great Cards to use in Therapy!!,1334361600,"04 14, 2012",Toys_and_Games,1,pack card great use therapy   client young enjoy look card   way able use card like game get information client
{'$oid': '5a13282b741a2384e879a857'},A2KG6PPP9QW4K9,0641699840,Jennie Wilson,"[1, 1]","As a child and adolescent therapist, this a great tool I use in my counseling practice.  These are sentence completion cards that are good for ice breakers in groups.",5.0,Great Therapy Tool,1363392000,"03 16, 2013",Toys_and_Games,1,child adolescent therapist great tool use counseling practice   sentence completion card good ice breaker group
{'$oid': '5a13282b741a2384e879a858'},A1GA31SO1YDW3D,0641699840,Joanna's Therapy Toolbox,"[6, 6]","This toy reminds me of the Un-Game, but the funny pictures and larger cards make it more inviting for younger children. It makes a great ice-breaker in family therapy. Kids who require a little more incentive can earn a goldfish cracker, m&m, etc., for each completed answer.",5.0,Excellent for Family Therapy,1325116800,"12 29, 2011",Toys_and_Games,1,toy remind Un Game funny picture large card invite young child make great ice breaker family therapy kid require little incentive earn goldfish cracker m&m etc complete answer
{'$oid': '5a13282b741a2384e879a859'},AQW1PCZEUBINV,0641699840,kendra bucknam,"[0, 0]",great for helping conversations and identification of feelings and wishes I put a sticker in the middle to encourage children to participate.,5.0,love it,1396483200,"04 3, 2014",Toys_and_Games,1,great help conversation identification feeling wish sticker middle encourage child participate
{'$oid': '5a13282b741a2384e879a85a'},A332IGPDF0WVT7,0641699840,KarenTimmerman,"[0, 0]",bought these for my therapy practice.  I plan to use them with games I play with kids and families to encourage communication.  I was pleased with the sturdy box and the illustrations,4.0,"Nice range of sentence starters, colourful  engaging illustrations",1395014400,"03 17, 2014",Toys_and_Games,1,buy therapy practice   plan use game play kid family encourage communication   pleased sturdy box illustration
{'$oid': '5a13282b741a2384e879a85b'},A3E6LM0EH0D4GH,0641699840,Mariposa,"[0, 0]","As a school psychologist in an elementary school I am always looking for games to open conversation with my students.  This game is great to play with other regular board games.  For example, I sometimes play this with Chutes and Ladders.  Every time the student lands on a chute or a ladder, they have to choose a card from the pile and finish the sentence.  I use it with students from 1st to 5th grades.  It's a great game to use in a therapy setting that all my students enjoy.  My own daughter also asks to play this game again and again.",5.0,Nice game,1402790400,"06 15, 2014",Toys_and_Games,1,school psychologist elementary school look game open conversation student   game great play regular board game   example play chute ladder   time student land chute ladder choose card pile finish sentence   use student 1st 5th grade   great game use therapy set student enjoy   daughter ask play game
{'$oid': '5a13282b741a2384e879a85d'},A239HOZAA4J25A,0641699840,"Nanna J ""Nanna J""","[10, 10]",These are great. Good sturdy cards with a sturdy box. I have found them very helpful in allowing clients to open up in a non threatening way. They are even helpful with adolescents,5.0,Counseling cards,1309996800,"07 7, 2011",Toys_and_Games,1,great good sturdy card sturdy box find helpful allow client open non threaten way helpful adolescent
{'$oid': '5a13282b741a2384e879a85e'},A2STBQJ4CUXCIW,0641699840,Nicole Kan,"[0, 0]",Great way to start a conversation with students during social skills. Would buy again if there was more levels of cards or groupings.,4.0,Social skills idea,1369699200,"05 28, 2013",Toys_and_Games,1,great way start conversation student social skill buy level card grouping
{'$oid': '5a13282b741a2384e879a85c'},A17LEHUGVVHVJD,0641699840,Laura Dewan,"[40, 40]","Parents, teachers, counselors, therapists - these cards are a must-have!I have purchased these cards many times over the years, both for my own professional and personal use, and as gifts for others.  They allow children to open up in a playful way, and create wonderful conversation starters between kids and adults.  With my own child, they are a fun way to chat and learn new things about each other.  With kids and families in therapy, they create opportunities to assess needs and deepen relationships between family members, or between client and therapist.There are so many ways to use them, too!  You can just draw from the deck and shre, or you can pair these cards with another favorite game.  For example, I sometimes bring the cards out along with Checkers or Chess, and anytime someone loses a game piece to the other player, they draw a card and complete the sentence.  I have also paired the cards with Jenga, Don't Break the Ice, Candyland, Chutes and Ladders, and many other childhood games.Kids love the adorable artwork, and the fact that they can answer their own way makes these cards a non-threatening way to get to know someone new or deepen a relationship with someone trusted.I highly recommend this and other Bright Spots products to anyone with children from about age three (adults read the card aloud for the child) to adult.",5.0,Wonderful product I've used for years!,1293753600,"12 31, 2010",Toys_and_Games,1,parent teacher counselor therapist card have!I purchase card time year professional personal use gift   allow child open playful way create wonderful conversation starter kid adult   child fun way chat learn new thing   kid family therapy create opportunity assess need deepen relationship family member client therapist way use   draw deck shre pair card favorite game   example bring card Checkers Chess anytime lose game piece player draw card complete sentence   pair card Jenga break Ice Candyland chute ladder childhood game kid love adorable artwork fact answer way make card non threatening way know new deepen relationship trust highly recommend bright spot product child age adult read card aloud child adult
{'$oid': '5a13282b741a2384e879a85f'},A1I28KM1XSIAQC,0641699840,Pam,"[0, 0]","Rated five stars- as a parent and mental health professional these cards are great for children to give open ended answers to questions that could be difficult to verbalize on their own. For example, my five year old son was grieving the loss of his grandmother, and answers to many of the questions were about missing grandma. It was a good outlet for him and opened up the doors for further conversation in a safe and non-threatening manner.  I would not limit this product to just therapists and social workers, because I found my kids pulling this out of the activity closet over and over- they enjoy asking each other questions and sharing. I would definitely recommend this to parents and mental health clinicians.",5.0,Great way to explore feelings with your child or client..,1389052800,"01 7, 2014",Toys_and_Games,1,rate stars- parent mental health professional card great child open end answer question difficult verbalize example year old son grieve loss grandmother answer question miss grandma good outlet open door conversation safe non threatening manner   limit product therapist social worker find kid pull activity closet over- enjoy ask question sharing definitely recommend parent mental health clinician
{'$oid': '5a13282b741a2384e879a861'},A35V6B37UK8YRH,0641699840,Renata R Inigo,"[1, 1]",I like this game as it can be very useful to help in sharing when one is getting started with a client. Sometimes though the younger kids get fixated on the picture which can sometimes distract them and then the answers provided do not relate to the sentence starter. .,4.0,Like this one,1367193600,"04 29, 2013",Toys_and_Games,1,like game useful help share getting start client young kid fixate picture distract answer provide relate sentence starter
{'$oid': '5a13282b741a2384e879a862'},A1EI2J2W0UV281,0641699840,"Robyn in NM ""ROBYN""","[0, 0]","I love the Bright Spots product line.  These cards are great for clients that have a difficult time opening up or just don't feel like talking that day.  I have gotten so much out of using these cards and it is great that they are completely portable that I can take them with me to schools or in client's homes.  I highly recommend all the Bright Spot products. Robyn Rehbein, LPCC, RPT-S",5.0,Excellent at any time during treatment,1357084800,"01 2, 2013",Toys_and_Games,1,love Bright spot product line   card great client difficult time open feel like talk day   get card great completely portable school client home   highly recommend Bright Spot product Robyn Rehbein LPCC RPT S
{'$oid': '5a13282b741a2384e879a864'},A2BXAXAW8TURCG,0641699840,Speedeconklin,"[0, 0]","I bought this to facilitate talking about feelings, introducing feeling vocabulary, and what the feeling is!Perfect for: school psychologists, therapists, psychologists,",5.0,Finally. . . they are talking about their feelings!,1394409600,"03 10, 2014",Toys_and_Games,1,buy facilitate talk feeling introduce feeling vocabulary feeling is!perfect school psychologist therapist psychologist
{'$oid': '5a13282b741a2384e879a865'},A1LS21KYZSJU3M,0641699840,"Tahoedog ""L~""","[2, 2]","I LOVE this sentence completion game.  Works great with adolescents or children to find out ""themes"" they're experiencing or how they are seeing situations in their life.  Excellent tool for a therapist to have in their tool box.  Great to use as a way to connect with your children to find out what's going on in their life and as a conversation starter.",5.0,Great Therapeutic Tool,1327017600,"01 20, 2012",Toys_and_Games,1,love sentence completion game   work great adolescent child find theme experience see situation life   excellent tool therapist tool box   great use way connect child find go life conversation starter
{'$oid': '5a13282b741a2384e879a869'},A1TEMK3LSJOGGN,0641801033,Amazon Customer,"[0, 0]",I've used these card with several of my clients who have grief issues.  They can be used with people of all ages.  They are good discussion starters..,4.0,Helpful,1380067200,"09 25, 2013",Toys_and_Games,1,card client grief issue   people age   good discussion starter
{'$oid': '5a13282b741a2384e879a86a'},A18JRSCX3RWQJJ,0641801033,EP,"[0, 0]","It gives great promps to engage in grief conversations. Good tool for individual, family and group therapy. Worth the investment",5.0,great tool for therapy,1398816000,"04 30, 2014",Toys_and_Games,1,give great promp engage grief conversation good tool individual family group therapy worth investment
{'$oid': '5a13282b741a2384e879a868'},A2MLUAAQFEB6WF,0641699840,Sunny,"[2, 3]","My daughter had speech therapy for 2 years and we stopped because it was getting too expensive.  So we decided to invest in both sets of these thoughts and feeling cards and it has really helped her continue her speech sessions at home.My 4 year old is a visual learner.  She has a difficult time remembering auditory speech.  But when something is written with words and pictures, she has a near photographic memory.  So these cards are perfect for her.  It forces her to think about these questions and using the pictures as guides it makes her use her speech to construct sentences and phrases.Sounds really basic but there's something about flash colorful flash cards that really captures a child's attention.  I plan on using these in the junior high classroom environment too.  The tweens always gets a kick out of these basic children's cards.",5.0,Great cards!,1359417600,"01 29, 2013",Toys_and_Games,1,daughter speech therapy 2 year stop get expensive   decide invest set thought feel card help continue speech session home 4 year old visual learner   difficult time remember auditory speech   write word picture near photographic memory   card perfect   force think question picture guide make use speech construct sentence phrase sound basic flash colorful flash card capture child attention   plan junior high classroom environment   tween get kick basic child card
{'$oid': '5a13282b741a2384e879a86b'},A392MLG856J1CJ,0641801033,Kristine,"[0, 0]",I am a social worker for elders with dementia and Alzheimer's disease. This product is great for stimulating their minds and getting them to open up about previous events in their lives. The pictures provide some visual stimulation and the words are simple enough for the cognitively impaired.,5.0,Wonderful for Alzheimer's Patients,1319241600,"10 22, 2011",Toys_and_Games,1,social worker elder dementia Alzheimer disease product great stimulate mind get open previous event life picture provide visual stimulation word simple cognitively impaired
{'$oid': '5a13282b741a2384e879a86d'},A3Y6XH84ZVTN5,0641801033,Sopostmodern,"[0, 0]","I love these cards and use them often with children. I like to pick and choose my favorite ones, because some are a little redundant, but overall an excellent tool to use.",5.0,Love them.,1403827200,"06 27, 2014",Toys_and_Games,1,love card use child like pick choose favorite one little redundant overall excellent tool use
{'$oid': '5a13282b741a2384e879a86e'},AGEOKO492VXEQ,0641801033,Tara,"[2, 2]","I intern at a bereavement counseling center and this stack of cards does some really amazing work with adults and children alike. A necessity for letting clients explore the pain of their loss in deeper terms so that they can heal. Mixed beautifully with ""tough"" questions and questions invoking fond, happier memories of loved ones lost. Our clients love them even though they bring on tears. Can't recommend highly enough.",5.0,Phenomenal,1295568000,"01 21, 2011",Toys_and_Games,1,intern bereavement counseling center stack card amazing work adult child alike necessity let client explore pain loss deep term heal mix beautifully tough question question invoke fond happy memory love one lose client love bring tear recommend highly
{'$oid': '5a13282b741a2384e879a870'},A18JRSCX3RWQJJ,0641801041,EP,"[0, 0]","Great to start converstaions in individual, family and group therapy. Great for working with children. I like it to get to know families I work with.",5.0,great therapeutic tool,1398816000,"04 30, 2014",Toys_and_Games,1,great start converstaion individual family group therapy great work child like know family work
{'$oid': '5a13282b741a2384e879a871'},A2BJ06T724OHSH,0641801041,Belle,"[1, 1]","I have the 1st and 2nd set of these cards and would buy more if they were made available! These are great conversation starters in my therapy sessions with kids who sometimes have trouble formulating what is on their minds, or maybe have expressive disorders. I have really enjoyed these cards and highly recommend them to budding or seasoned therapists working with all ages!",5.0,Great fun tool for therapy!,1322179200,"11 25, 2011",Toys_and_Games,1,1st 2nd set card buy available great conversation starter therapy session kid trouble formulate mind maybe expressive disorder enjoy card highly recommend bud seasoned therapist work age
{'$oid': '5a13282b741a2384e879a86f'},A31L6KR1LNPXOQ,0641801041,Calideb,"[1, 1]","As a therapist I was looking for an interactive game that would work well with kids, kids & parents and even adolescents.  This set of sentence-completion cards has worked well with elementary school children in groups or one-on-one. Nice ice breaker! The images are colorful and easy to understand. I recently used the deck with a mom & teen daughter in family therapy working on communication. Initially the mom was reluctant because it seemed too much like a 'game.'  While it IS a deck of cards with colorful images, after the initial resistance and watching how her daughter responded and engaged in the process, her defenses dropped and she had fun.  The cards do offer opportunities to discuss more intimate feelings - which is great, as well as more generalized feelings/thoughts... ""when I grow up...""  Nice price, they hold up well and they engage the clients positively.",5.0,Useful tool to engage kids and their parents,1347148800,"09 9, 2012",Toys_and_Games,1,therapist look interactive game work kid kid parent adolescent   set sentence completion card work elementary school child group nice ice breaker image colorful easy understand recently deck mom teen daughter family therapy work communication initially mom reluctant like game   deck card colorful image initial resistance watch daughter respond engage process defense drop fun   card offer opportunity discuss intimate feeling great generalized feeling thought grow   nice price hold engage client positively
{'$oid': '5a13282b741a2384e879a872'},A2QKXDYCFHXMT6,0641801041,GloryDays,"[0, 0]","The kids like it and open up to the therapist. I would recommend it, but not as a family game.",5.0,Fun game for use in therapy sessions.,1371254400,"06 15, 2013",Toys_and_Games,1,kid like open therapist recommend family game
{'$oid': '5a13282b741a2384e879a873'},A12GE2A9VA73EB,0641801041,Justin Barsanti,"[0, 0]",easy to usethoughtful questionsgood variety of pictureswould give it 5 stars but I think it is priced a little too high,4.0,useful for art therapy,1356566400,"12 27, 2012",Toys_and_Games,1,easy usethoughtful questionsgood variety pictureswould 5 star think price little high
{'$oid': '5a13282b741a2384e879a874'},A392MLG856J1CJ,0641801041,Kristine,"[2, 2]","I am a social worker for an inpatient geriatric psych unit and work primarily with elderly dementia patients. I recently bought this to try out during group sessions, as I'm always looking for new and creative ways to work with the population. These are a fantastic way to get elders that are not oriented and quite confused to reminisce in a very simple manner. I'd definitely recommend and have already started passing this resource along to my colleagues!",5.0,Amazing!,1312848000,"08 9, 2011",Toys_and_Games,1,social worker inpatient geriatric psych unit work primarily elderly dementia patient recently buy try group session look new creative way work population fantastic way elder oriented confused reminisce simple manner definitely recommend start pass resource colleague
{'$oid': '5a13282b741a2384e879a875'},AQW1PCZEUBINV,0641801041,kendra bucknam,"[0, 0]",great for helping conversations and identification of feelings and wishes. I put a sticker or tattoo in the middle to engage the children who don't sit still easily.,5.0,love it,1396483200,"04 3, 2014",Toys_and_Games,1,great help conversation identification feeling wish sticker tattoo middle engage child sit easily
